timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,attack
69,0,0.086124783,0.5,0,1,0.268941418,0.156162733,0.016921582,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.143957537,0.5,0.5,0.5,0.5,0,0,0,0.154340608,0,0.114916942,1,0,1,1,0,0.292656912,0.399864679,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0,0,1,0.002819019,0,0.0037716,0.000147089,1,0,1,0
70,0,0.083221926,0.5,0,1,0.268941418,0.160979863,0.016921582,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.140867608,0.5,0.5,0.5,0.5,0,0,0,0.15543719,0,0.113088718,1,0,1,1,0,0.291106191,0.399864679,0.258725597,0.388263333,0,0.000191031,0.000168563,0,0,1,0.002819019,0,0.003609379,0.000147089,1,0,1,0
71,0,0.081792882,0.5,0,1,0.268941418,0.160979863,0.017402409,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.138618231,0.5,0.5,0.5,0.5,0,0,0,0.155907242,0,0.111326487,1,0,1,1,0,0.293174894,0.401215253,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0,0,1,0.002819019,0,0.003649932,0.000147089,1,0,1,0
72,0,0.080118146,0.5,0,1,0.268941418,0.160979863,0.017402409,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.136164418,0.5,0.5,0.5,0.5,0,0,0,0.15512423,0,0.109035679,1,0,1,1,0,0.293174894,0.401215253,0.258725597,0.388906597,0.000219202,0.000191031,0.000168563,0,0,1,0.002819019,0,0.003649932,0.000147089,1,0,1,0
73,0,0.077728917,0.5,0,1,0.268941418,0.160979863,0.017402409,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.133528857,0.5,0.5,0.5,0.5,0,0,0,0.157944538,0,0.10749377,1,0,1,1,0,0.292656912,0.401215253,0.258725597,0.388778078,0.000219202,0.000191031,0.000168563,0,0,1,0.002819019,0,0.003649932,0.000147089,1,0,1,0
74,0,0.075696934,0.5,0,1,0.268941418,0.154757684,0.018171657,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.129507276,0.5,0.5,0.5,0.5,0,0,0,0.15951056,0,0.105136797,1,0,1,1,0,0.292656912,0.401215253,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0,0,1,0.002819019,0,0.003649932,0.000147089,1,0,1,0
75,0,0.074223121,0.5,0,1,0.268941418,0.150943444,0.0187485,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.127894128,0.5,0.5,0.5,0.5,0,0,0,0.158257498,0,0.10260367,1,0,1,1,0,0.292656912,0.401215253,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0,0,1,0.002819019,0,0.003244388,0.000147089,1,0,1,0
76,0,0.071900847,0.5,0,1,0.268941418,0.147732441,0.018940718,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.12521313,0.5,0.5,0.5,0.5,0,0,0,0.158257498,0,0.100797386,1,0,1,1,0,0.289555471,0.399696845,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0,0,1,0.002819019,0,0.003568825,0.000147089,1,0,1,0
77,0,0.070114499,0.5,0,1,0.268941418,0.147732441,0.019421357,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.122441146,0.5,0.5,0.5,0.5,0,0,0,0.158257498,0,0.097228929,1,0,1,1,0,0.289555471,0.402564511,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0,0,1,0.002725053,0,0.003568825,0.000147089,1,0,1,0
78,0,0.0686408,0.5,0,1,0.268941418,0.148334425,0.020575042,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.119964585,0.5,0.5,0.5,0.5,0,0,0,0.159824131,0,0.094607696,1,0,1,1,0,0.289555471,0.400876952,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0,0,1,0.002631087,0,0.003568825,0.000147089,1,0,1,0
79,0,0.067345724,0.5,0,1,0.268941418,0.150542538,0.02014241,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.118533241,0.5,0.5,0.5,0.5,0,0,0,0.159824742,0,0.092911631,1,0,1,1,0,0.289555471,0.400876952,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0.000304075,0,1,0.002631087,0,0.003568825,0.000147089,1,0,1,0
80,0,0.06482247,0.5,0,1,0.268941418,0.15495751,0.020671057,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.114988831,0.5,0.5,0.5,0.5,0,0,0,0.161077805,0,0.090224175,1,0,1,1,0,0.289555471,0.402564511,0.258725597,0.388263333,0.000219202,0.000191031,0.000168563,0.000405503,0,1,0.002631087,0,0.003568825,0.000147089,1,0,1,0
81,0,0.063795329,0.5,0,1,0.268941418,0.158169766,0.020767448,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.111376238,0.5,0.5,0.5,0.5,0,0,0,0.161077805,0,0.087911369,1,0,1,1,0,0.287486768,0.402564511,0.258725597,0.388263333,0.000146134,0.000191031,0.000168563,0.000202858,0,1,0.002631087,0,0.003568825,0.000147089,1,0,1,0
82,0,0.061852657,0.5,0,1,0.268941418,0.158169766,0.020767448,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.10960409,0.5,0.5,0.5,0.5,0,0,0,0.161077805,0,0.085598506,1,0,1,1,0,0.290588209,0.402564511,0.258725597,0.388263333,0.000146134,0.000191031,0.000168563,0.000202858,0,1,0.002631087,0,0.003568825,0.000147089,1,0,1,0
83,0,0.060669192,0.5,0,1,0.268941418,0.158169766,0.021824742,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.10753646,0.5,0.5,0.5,0.5,0,0,0,0.161077805,0,0.08233842,1,0,1,1,0,0.29007184,0.402564511,0.258725597,0.388263333,0.000146134,0.000191031,0.000168563,0.000202858,0,1,0.002631087,0,0.003568825,0.000147089,1,0,1,0
84,0,0.058235193,0.5,0,1,0.268941418,0.158169766,0.021824742,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.105196267,0.5,0.5,0.5,0.5,0,0,0,0.15888464,0,0.080355925,1,0,1,1,0,0.288003137,0.402902813,0.258725597,0.388263333,0.000146134,0.000191031,0.000168563,0,0,1,0.002631087,0,0.003568825,0.000147089,1,0,1,0
85,0,0.057967315,0.5,0,1,0.268941418,0.158169766,0.022209554,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.102333522,0.5,0.5,0.5,0.5,0,0,0,0.15888464,0,0.078637861,1,0,1,1,0,0.288003137,0.402902813,0.258725597,0.388263333,0.000146134,0.000191031,0.000168563,0.000202858,0,1,0.002631087,0,0.003568825,0.000147089,1,0,1,0
86,0,0.056113956,0.5,0,1,0.268941418,0.158169766,0.022209554,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.099856962,0.5,0.5,0.5,0.5,0,0,0,0.160608365,0,0.07786685,1,0,1,1,0,0.285936048,0.402902813,0.256674965,0.388263333,0.000146134,0.000191031,0.000168563,0.000202858,0,1,0.002631087,0,0.003406606,0.000147089,1,0,1,0
87,0,0.054394621,0.5,0,1,0.268941418,0.160176799,0.022786396,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.096062565,0.5,0.5,0.5,0.5,0,0,0,0.161077805,0,0.074342446,1,0,1,1,0,0.285936048,0.402902813,0.261807952,0.388263333,0.000146134,0.000191031,0.000168563,0.000202858,0,1,0.002631087,0,0.003406606,0.000147089,1,0,1,0
88,0,0.053211156,0.5,0,1,0.268941418,0.150542538,0.022786396,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.0930862,0.5,0.5,0.5,0.5,0,0,0,0.163272192,0,0.072448114,1,0,1,1,0,0.285936048,0.402902813,0.258725597,0.388263333,0.000146134,0.000191031,0.000168563,0.000202858,0,1,0.002631087,0,0.003244388,0.000147089,1,0,1,0
89,0,0.051625731,0.5,0,1,0.268941418,0.149739474,0.023651659,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.091495798,0.5,0.5,0.5,0.5,0,0,0,0.163272192,0,0.06861534,1,0,1,1,0,0.285936048,0.404927357,0.258725597,0.388263333,0.000146134,0.000191031,0.000168563,0.000202858,0,1,0.002631087,0,0.003244388,0.000147089,1,0,1,0
90,0,0.048856842,0.5,0,1,0.268941418,0.149739474,0.023651659,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.088542067,0.5,0.5,0.5,0.5,0,0,0,0.163272192,0,0.067249643,1,0,1,1,0,0.283349362,0.403576783,0.258725597,0.388263333,0.000146134,0.000191031,0.000168563,0.000202858,0,1,0.002631087,0,0.002838838,0.000147089,1,0,1,0
91,0,0.048209304,0.5,0,1,0.268941418,0.153352009,0.023651659,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.087042539,0.5,0.5,0.5,0.5,0,0,0,0.163272192,0,0.064209878,1,0,1,1,0,0.284901696,0.405264343,0.260779432,0.388263333,0.000146134,0.000191031,0.000168563,0.000202858,0,1,0.00219257,0,0.003001057,0.000147089,1,0,1,0
92,0,0.047383085,0.5,0,1,0.268941418,0.158771751,0.023892073,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.085247587,0.5,0.5,0.5,0.5,0,0,0,0.163272192,0,0.062866179,1,0,1,1,0,0.284901696,0.405264343,0.255646446,0.388263333,0.000146134,0.000191031,0.000168563,0.000202858,0,1,0.002380504,0,0.003001057,0.000147089,1,0,1,0
93,0,0.045708406,0.5,0,1,0.268941418,0.15897283,0.024132486,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.082430223,0.5,0.5,0.5,0.5,0,0,0,0.161077805,0,0.060531261,1,0,1,1,0,0.284901696,0.405264343,0.259754116,0.388263333,0.000146134,0.000191031,0.000168563,0.000202858,0,1,0.002380504,0,0.003163276,0.000147089,1,0,1,0
94,0,0.044703621,0.5,0,1,0.268941418,0.15897283,0.024132486,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.079749225,0.5,0.5,0.5,0.5,0,0,0,0.162017907,0,0.058724977,1,0,1,1,0,0.281798642,0.40425207,0.259754116,0.388263333,0.000146134,0.000191031,0.000168563,0,0,1,0.002443148,0,0.003163276,0.000147089,1,0,1,0
95,0,0.043564755,0.5,0,1,0.268941418,0.152147413,0.024468915,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.077522652,0.5,0.5,0.5,0.5,0,0,0,0.163272192,0,0.05654433,1,0,1,1,0,0.281798642,0.40425207,0.259754116,0.388263333,0.000146134,0.000191031,0.000168563,0,0,1,0.002380504,0,0.002838838,0.000147089,1,0,1,0
96,0,0.042358991,0.5,0,1,0.268941418,0.148535505,0.025093765,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.074932472,0.5,0.5,0.5,0.5,0,0,0,0.163272192,0,0.053945095,1,0,1,1,0,0.281798642,0.40425207,0.259754116,0.38800596,0.000146134,0.000191031,0.000168563,0,0,1,0.002380504,0,0.002838838,0.000147089,1,0,1,0
97,0,0.04115317,0.5,0,1,0.268941418,0.150542538,0.025093765,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.072455968,0.5,0.5,0.5,0.5,0,0,0,0.163272192,0,0.05262345,1,0,1,1,0,0.281798642,0.4066136,0.259754116,0.38800596,0.000146134,0.000191031,0.000168563,0,0,1,0.002317861,0,0.003082169,0.000147089,1,0,1,0
98,0,0.03950079,0.5,0,1,0.268941418,0.150542538,0.025093765,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.070002098,0.5,0.5,0.5,0.5,0,0,0,0.163272192,0,0.050839222,1,0,1,1,0,0.281798642,0.4066136,0.259754116,0.388649224,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.003082169,0.000147089,1,0,1,0
99,0,0.038987219,0.5,0,1,0.268941418,0.157165623,0.025190155,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.067366537,0.5,0.5,0.5,0.5,0,0,0,0.164838214,0,0.048262042,1,0,1,1,0,0.281798642,0.405264343,0.259754116,0.387877107,0.000146134,0.000191031,0.000168563,0,0,1,0.002255214,0,0.003082169,0.000147089,1,0,1,0
100,0,0.037915365,0.5,0,1,0.268941418,0.154155699,0.025382186,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.064662793,0.5,0.5,0.5,0.5,0,0,0,0.164838214,0,0.046301544,1,0,1,1,0,0.282316624,0.405264343,0.259754116,0.387877107,0.000146134,0.000191031,0.000168563,0,0,1,0.002255214,0,0.003082169,0.000147089,1,0,1,0
101,0,0.036910581,0.5,0,1,0.268941418,0.150943444,0.026055419,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.062163486,0.5,0.5,0.5,0.5,0,0,0,0.164838214,0,0.043966683,1,0,1,1,0,0.27921357,0.405264343,0.259754116,0.387877107,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.003082169,0.000147089,1,0,1,0
102,0,0.036106719,0.5,0,1,0.268941418,0.148535505,0.02634384,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.06025497,0.5,0.5,0.5,0.5,0,0,0,0.164838214,0,0.041521662,1,0,1,1,0,0.27921357,0.405264343,0.259754116,0.38800596,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.003082169,0.000147089,1,0,1,0
103,0,0.03423106,0.5,0,1,0.268941418,0.148535505,0.026536246,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.058141961,0.5,0.5,0.5,0.5,0,0,0,0.164838214,0,0.040288066,1,0,1,1,0,0.275852331,0.405264343,0.259754116,0.38800596,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.002838838,0.000147089,1,0,1,0
104,0,0.033449554,0.5,0,1,0.268941418,0.144520185,0.027161096,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.05562002,0.5,0.5,0.5,0.5,0,0,0,0.164838214,0,0.037468566,1,0,1,1,0,0.275076164,0.406951902,0.259754116,0.38800596,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.002919947,0.000147089,1,0,1,0
105,0,0.031752519,0.5,0,1,0.268941418,0.144520185,0.026920682,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.053279714,0.5,0.5,0.5,0.5,0,0,0,0.164838214,0,0.035706393,1,0,1,1,0,0.275076164,0.406951902,0.259754116,0.38800596,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.003001057,0.000147089,1,0,1,0
106,0,0.030680665,0.5,0,1,0.268941418,0.148133346,0.027785946,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.05078052,0.5,0.5,0.5,0.5,0,0,0,0.164995306,0,0.032270095,1,0,1,1,0,0.275076164,0.406951902,0.259754116,0.38800596,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.003001057,0.000147089,1,0,1,0
107,0,0.030502041,0.5,0,1,0.268941418,0.148133346,0.028266773,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.049144569,0.5,0.5,0.5,0.5,0,0,0,0.166405459,0,0.031322929,1,0,1,1,0,0.270164205,0.406951902,0.259754116,0.38800596,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.003001057,0.000147089,1,0,1,0
108,0,0.029117597,0.5,0,1,0.268941418,0.14893641,0.028266773,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.046463571,0.5,0.5,0.5,0.5,0,0,0,0.166405459,0,0.029494647,1,0,1,1,0,0.272491093,0.407625873,0.259754116,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.002798284,0.000147089,1,0,1,0
109,0,0.027710852,0.5,0,1,0.268941418,0.156162733,0.028266773,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.044941297,0.5,0.5,0.5,0.5,0,0,0,0.165152397,0,0.026895412,1,0,1,1,0,0.272491093,0.408638145,0.258725597,0.388649224,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.002595512,0.000147089,1,0,1,0
110,0,0.027353549,0.5,0,1,0.268941418,0.15897283,0.028266773,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.042351173,0.5,0.5,0.5,0.5,0,0,0,0.165152397,0,0.024362227,1,0,1,1,0,0.272491093,0.408638145,0.258725597,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.002595512,0.000147089,1,0,1,0
111,0,0.025835194,0.5,0,1,0.268941418,0.15495751,0.028843615,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.040238164,0.5,0.5,0.5,0.5,0,0,0,0.163585152,0,0.022732212,1,0,1,1,0,0.272491093,0.408638145,0.260779432,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.002595512,0.000147089,1,0,1,0
112,0,0.025053631,0.5,0,1,0.268941418,0.15897283,0.028843615,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.03767073,0.5,0.5,0.5,0.5,0,0,0,0.163585152,0,0.021432623,1,0,1,1,0,0.269906021,0.408638145,0.263861787,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.002595512,0.000147089,1,0,1,0
113,0,0.024249769,0.5,0,1,0.266627439,0.153753541,0.029324442,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.035148733,0.5,0.5,0.5,0.5,0,0,0,0.163585152,0,0.020441347,1,0,1,1,0,0.269906021,0.411000991,0.263861787,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.002595512,0.000147089,1,0,1,0
114,0,0.023222571,0.5,0,1,0.26200309,0.15014038,0.029324442,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.033012977,0.5,0.5,0.5,0.5,0,0,0,0.164211683,0,0.018899496,1,0,1,1,0,0.265252246,0.411000991,0.263861787,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.002595512,0.000147089,1,0,1,0
115,0,0.023468207,0.5,0,1,0.267206836,0.15014038,0.03018933,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.029627624,0.5,0.5,0.5,0.5,0,0,0,0.164838214,0,0.019251919,1,0,1,1,0,0.267320949,0.411000991,0.266940939,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.002595512,0.000147089,1,0,1,0
116,0,0.02257509,0.5,0,1,0.264317069,0.147732441,0.03018933,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.027605545,0.5,0.5,0.5,0.5,0,0,0,0.164838214,0,0.017974327,1,0,1,1,0,0.267320949,0.411000991,0.265912419,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.002595512,0.000147089,1,0,1,0
117,0,0.022240143,0.5,0,1,0.268941418,0.147732441,0.03018933,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.026810316,0.5,0.5,0.5,0.5,0,0,0,0.166405459,0,0.017203373,1,0,1,1,0,0.267320949,0.411000991,0.265912419,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.002271069,0.000147089,1,0,1,0
118,0,0.020297472,0.5,0,1,0.268941418,0.152147413,0.03018933,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.026969373,0.5,0.5,0.5,0.5,0,0,0,0.166405459,0,0.017313534,1,0,1,1,0,0.264735877,0.411337977,0.265912419,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.002004635,0,0.002271069,0.000147089,1,0,1,0
119,0,0.019136306,0.5,0,1,0.268941418,0.156162733,0.03018933,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.025901466,0.5,0.5,0.5,0.5,0,0,0,0.165152397,0,0.016278205,1,0,1,1,0,0.264735877,0.411337977,0.265912419,0.388134479,0.000146134,3.73E-10,0.000168563,0,0,1,0.002004635,0,0.002271069,0.000147089,1,0,1,0
120,0,0.018712104,0.5,0,1,0.268941418,0.148535505,0.031150984,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.024401882,0.5,0.5,0.5,0.5,0,0,0,0.164055203,0,0.015573301,1,0,1,1,0,0.264735877,0.411674962,0.27104861,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.002004635,0,0.002271069,0.000147089,1,0,1,0
121,0,0.019582921,0.5,0,1,0.268941418,0.155760574,0.031150984,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.024288319,0.5,0.5,0.5,0.5,0,0,0,0.165152397,0,0.01519888,1,0,1,1,0,0.264735877,0.411674962,0.265914021,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.002004635,0,0.002271069,0.000147089,1,0,1,0
122,0,0.017908185,0.5,0,1,0.268941418,0.152750024,0.031150984,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.023538583,0.5,0.5,0.5,0.5,0,0,0,0.166718419,0,0.013392597,1,0,1,1,0,0.264735877,0.411674962,0.268994774,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.002004635,0,0.002271069,0.000147089,1,0,1,0
123,0,0.017930542,0.5,0,1,0.268941418,0.15014038,0.03134339,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.022629734,0.5,0.5,0.5,0.5,0,0,0,0.166718419,0,0.012819909,1,0,1,1,0,0.262150806,0.411674962,0.268994774,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.002004635,0,0.002433288,0.000147089,1,0,1,0
124,0,0.017573238,0.5,0,1,0.267786233,0.151344975,0.032112263,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.021652758,0.5,0.5,0.5,0.5,0,0,0,0.167502042,0,0.011982847,1,0,1,1,0,0.262150806,0.413362521,0.268994774,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.001879344,0,0.002433288,0.000147089,1,0,1,0
125,0,0.01638983,0.5,0,1,0.267786233,0.15194696,0.032112263,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.021539081,0.5,0.5,0.5,0.5,0,0,0,0.168285664,0,0.012533537,1,0,1,1,0,0.261116454,0.413362521,0.268994774,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.001440831,0,0.002433288,0.000147089,1,0,1,0
126,0,0.016166494,0.5,0,1,0.267786233,0.149739474,0.032112263,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.020130427,0.5,0.5,0.5,0.5,0,0,0,0.168599235,0,0.012775799,1,0,1,1,0,0.261116454,0.413362521,0.268994774,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.001440831,0,0.002433288,0.000147089,1,0,1,0
127,0,0.015719935,0.5,0,1,0.267786233,0.154155699,0.032256474,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.01901714,0.5,0.5,0.5,0.5,0,0,0,0.168912806,0,0.012555592,1,0,1,1,0,0.261116454,0.415219231,0.268994774,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.001440831,0,0.002433288,0.000147089,1,0,1,0
128,0,0.015005328,0.5,0,1,0.267786233,0.156162733,0.032400684,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.017949291,0.5,0.5,0.5,0.5,0,0,0,0.168912806,0,0.012247164,1,0,1,1,0,0.261116454,0.416399338,0.268994774,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.001440831,0,0.002433288,0.000147089,1,0,1,0
129,0,0.01384422,0.5,0,1,0.267786233,0.150542538,0.032785496,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.01783567,0.5,0.5,0.5,0.5,0,0,0,0.168912806,0,0.011850688,1,0,1,1,0,0.261116454,0.415387066,0.268994774,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.001440831,0,0.002271069,0.000147089,1,0,1,0
130,0,0.014670438,0.5,0,1,0.267786233,0.152549571,0.033554744,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.017790234,0.5,0.5,0.5,0.5,0,0,0,0.168912806,0,0.012379323,1,0,1,1,0,0.259047751,0.415387066,0.268994774,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.001440831,0,0.002433288,0.000147089,1,0,1,0
131,0,0.013531629,0.5,0,1,0.267786233,0.157768234,0.033554744,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.017472176,0.5,0.5,0.5,0.5,0,0,0,0.169696429,0,0.011498265,1,0,1,1,0,0.256980662,0.415387066,0.268994774,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.001440831,0,0.002433288,0.000147089,1,0,1,0
132,0,0.012057815,0.5,0,1,0.267786233,0.158570672,0.03393918,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.017290372,0.5,0.5,0.5,0.5,0,0,0,0.169852909,0,0.010484991,1,0,1,1,0,0.258014207,0.415387066,0.268994774,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.001440831,0,0.002433288,0.000147089,1,0,1,0
133,0,0.012459832,0.5,0,1,0.267786233,0.154155699,0.034323617,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.017085935,0.5,0.5,0.5,0.5,0,0,0,0.171419542,0,0.010330834,1,0,1,1,0,0.256462679,0.417749912,0.268994774,0.388134479,0.000146134,9.55E-05,0.000168563,0,0,1,0.001440831,0,0.002189962,0.000147089,1,0,1,0
134,0,0.012861734,0.5,0,1,0.267786233,0.154556605,0.034323617,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.016495143,0.5,0.5,0.5,0.5,0,0,0,0.172046074,0,0.009868193,1,0,1,1,0,0.254911959,0.417749912,0.268994774,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.001440831,0,0.002352181,0.000147089,1,0,1,0
135,0,0.012459832,0.5,0,1,0.267786233,0.15897283,0.034323617,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.015699971,0.5,0.5,0.5,0.5,0,0,0,0.172046074,0,0.009471774,1,0,1,1,0,0.254911959,0.417749912,0.268994774,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.001440831,0,0.002027743,0.000147089,1,0,1,0
136,0,0.01199086,0.5,0,1,0.267786233,0.154155699,0.034323617,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.01531373,0.5,0.5,0.5,0.5,0,0,0,0.174240461,0,0.00955988,1,0,1,1,0,0.253361239,0.418762184,0.268994774,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.001440831,0,0.002027743,0.000147089,1,0,1,0
137,0,0.01107533,0.5,0,1,0.267786233,0.147732441,0.034323617,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.015063743,0.5,0.5,0.5,0.5,0,0,0,0.173613318,0,0.009207457,1,0,1,1,0,0.25,0.418762184,0.274127761,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.001440831,0,0.002027743,0.000147089,1,0,1,0
138,0,0.011655913,0.5,0,1,0.267786233,0.150742991,0.034804444,0,0.5,1,1,0,1,0,1,0.120986153,0.000108992,0.014109513,0.5,0.5,0.5,0.5,0,0,0,0.173613318,0,0.008744815,1,0,1,1,0,0.252326887,0.418762184,0.27002009,0.388134479,0.000146134,0.000191031,0.000168563,0,0,1,0.001440831,0,0.002352181,0.000147089,1,0,1,0
